accessToSubscriberContent | Offset: 8377CC60
r_singleCell | Offset: 8376440C

r_skipPvs | Offset: 83764340

r_smp_backend | Offset: 83763F44

r_smp_worker | Offset: 83763F88

r_smp_worker_thread0 | Offset: 83763FCC

r_smp_worker_thread1 | Offset: 83764010

r_smp_worker_thread2 | Offset: 83764054

r_specularColorScale | Offset: 837636C4

r_specularMap | Offset: 83763680

r_spotLightEntityShadows | Offset: 83764274

r_spotLightShadows | Offset: 83764230

r_subwindow | Offset: 83763394

r_sun_from_dvars | Offset: 837657B4

r_sun_fx_position | Offset: 83763064

r_sunblind_fadein | Offset: 83762E88

r_sunblind_fadeout | Offset: 83762ECC

r_sunblind_max_angle | Offset: 83762E00

r_sunblind_max_darken | Offset: 83762E44

r_sunblind_min_angle | Offset: 83762DBC

r_sunflare_fadein | Offset: 83762D34

r_sunflare_fadeout | Offset: 83762D78

r_sunflare_max_alpha | Offset: 83762CF0

r_sunflare_max_angle | Offset: 83762CAC

r_sunflare_max_size | Offset: 83762C68

r_sunflare_min_angle | Offset: 83762C24

r_sunflare_min_size | Offset: 83762BE0

r_sunflare_shader | Offset: 83762B9C

r_sunglare_fadein | Offset: 83762FDC

r_sunglare_fadeout | Offset: 83763020

r_sunglare_max_angle | Offset: 83762F54

r_sunglare_max_lighten | Offset: 83762F98

r_sunglare_min_angle | Offset: 83762F10

r_sunsprite_shader | Offset: 83762B14

r_sunsprite_size | Offset: 83762B58

r_texFilterAnisoMax | Offset: 837631FC

r_texFilterAnisoMin | Offset: 83763284

r_texFilterDisable | Offset: 83763240

r_texFilterMipBias | Offset: 8376330C

r_texFilterMipMode | Offset: 837632C8

r_thermalColorOffset | Offset: 837658C4

r_thermalColorScale | Offset: 83765880

r_thermalDetailScale | Offset: 83765908

r_vc_makelog | Offset: 837639F4

r_vc_showlog | Offset: 83763A38

r_viewModelLightAmbient | Offset: 83763928

r_viewModelPrimaryLightTweakDiffuseStrength | Offset: 837638A0

r_viewModelPrimaryLightTweakSpecularStrength | Offset: 837638E4

r_viewModelPrimaryLightUseTweaks | Offset: 8376385C

r_vsync | Offset: 837640DC

r_zfar | Offset: 837633D8

radarjamDistMax | Offset: 8377386C

radarjamDistMin | Offset: 83773828

radarjamSinCurve | Offset: 837738B0

radius_damage_debug | Offset: 8377DE2C

ragdoll_baselerp_time | Offset: 83779894

ragdoll_bullet_force | Offset: 8377980C

ragdoll_bullet_upbias | Offset: 83779850

ragdoll_debug | Offset: 837795EC

ragdoll_dump_anims | Offset: 837799E8

ragdoll_enable | Offset: 837795A8

ragdoll_explode_force | Offset: 837796FC

ragdoll_explode_upbias | Offset: 83779740

ragdoll_exploding_bullet_force | Offset: 83779784

ragdoll_exploding_bullet_upbias | Offset: 837797C8

ragdoll_fps | Offset: 83779630

ragdoll_idle_min_velsq | Offset: 83779AB4

ragdoll_jitter_scale | Offset: 83779960

ragdoll_jointlerp_time | Offset: 837798D8

ragdoll_max_life | Offset: 83779674

ragdoll_max_simulating | Offset: 837796B8

ragdoll_max_stretch_pct | Offset: 83779A2C

ragdoll_rotvel_scale | Offset: 8377991C

ragdoll_self_collision_scale | Offset: 837799A4

ragdoll_stretch_iters | Offset: 83779A70

rate | Offset: 8376FE40

RemoteCameraSounds_DryLevel | Offset: 837737A0

RemoteCameraSounds_RoomType | Offset: 8377375C

RemoteCameraSounds_WetLevel | Offset: 837737E4

safeArea_adjusted_horizontal | Offset: 8376F290

safeArea_adjusted_vertical | Offset: 8376F2D4

safeArea_horizontal | Offset: 8376F208

safeArea_vertical | Offset: 8376F24C

scr_arena_numlives | Offset: 8376908C

scr_arena_promode | Offset: 83769114

scr_arena_roundlimit | Offset: 83769004

scr_arena_roundswitch | Offset: 837690D0

scr_arena_scorelimit | Offset: 83768F7C

scr_arena_timelimit | Offset: 83768FC0

scr_arena_winlimit | Offset: 83769048

scr_bgm_halftime | Offset: 8376A038

scr_bgm_numlives | Offset: 83769FF4

scr_bgm_playerrespawndelay | Offset: 8376A104

scr_bgm_promode | Offset: 8376A148

scr_bgm_roundlimit | Offset: 83769F6C

scr_bgm_roundswitch | Offset: 8376A07C

scr_bgm_scorelimit | Offset: 83769EE4

scr_bgm_timelimit | Offset: 83769F28

scr_bgm_waverespawndelay | Offset: 8376A0C0

scr_bgm_winlimit | Offset: 83769FB0

scr_conf_numlives | Offset: 8376A6DC

scr_conf_playerrespawndelay | Offset: 8376A720

scr_conf_promode | Offset: 8376A7A8

scr_conf_roundlimit | Offset: 8376A654

scr_conf_scorelimit | Offset: 8376A5CC

scr_conf_timelimit | Offset: 8376A610

scr_conf_waverespawndelay | Offset: 8376A764

scr_conf_winlimit | Offset: 8376A698

scr_ctf_halftime | Offset: 837697B8

scr_ctf_numlives | Offset: 83769840

scr_ctf_playerrespawndelay | Offset: 83769884

scr_ctf_promode | Offset: 8376990C

scr_ctf_returntime | Offset: 837698C8

scr_ctf_roundlimit | Offset: 83769730

scr_ctf_scorelimit | Offset: 837696A8

scr_ctf_timelimit | Offset: 837696EC

scr_ctf_waverespawndelay | Offset: 837697FC

scr_ctf_winlimit | Offset: 83769774

scr_ctfpro_halftime | Offset: 83769AA4

scr_ctfpro_numlives | Offset: 83769A60

scr_ctfpro_playerrespawndelay | Offset: 83769B70

scr_ctfpro_promode | Offset: 83769BF8

scr_ctfpro_returntime | Offset: 83769BB4

scr_ctfpro_roundlimit | Offset: 837699D8

scr_ctfpro_roundswitch | Offset: 83769AE8

scr_ctfpro_scorelimit | Offset: 83769950

scr_ctfpro_timelimit | Offset: 83769994

scr_ctfpro_waverespawndelay | Offset: 83769B2C

scr_ctfpro_winlimit | Offset: 83769A1C

scr_dd_addtime | Offset: 83769444

scr_dd_bombtimer | Offset: 83769378

scr_dd_defusetime | Offset: 83769400

scr_dd_numlives | Offset: 83769268

scr_dd_planttime | Offset: 837693BC

scr_dd_playerrespawndelay | Offset: 837692F0

scr_dd_promode | Offset: 83769488

scr_dd_roundlimit | Offset: 837691E0

scr_dd_roundswitch | Offset: 837692AC

scr_dd_scorelimit | Offset: 83769158

scr_dd_timelimit | Offset: 8376919C

scr_dd_waverespawndelay | Offset: 83769334

scr_dd_winlimit | Offset: 83769224

scr_diehard | Offset: 837678E8

scr_dm_numlives | Offset: 83767B4C

scr_dm_playerrespawndelay | Offset: 83767B90

scr_dm_promode | Offset: 83767C18

scr_dm_roundlimit | Offset: 83767AC4

scr_dm_scorelimit | Offset: 83767A3C

scr_dm_timelimit | Offset: 83767A80

scr_dm_waverespawndelay | Offset: 83767BD4

scr_dm_winlimit | Offset: 83767B08

scr_dom_numlives | Offset: 83767D6C

scr_dom_playerrespawndelay | Offset: 83767DB0

scr_dom_promode | Offset: 83767E38

scr_dom_roundlimit | Offset: 83767CE4

scr_dom_scorelimit | Offset: 83767C5C

scr_dom_timelimit | Offset: 83767CA0

scr_dom_waverespawndelay | Offset: 83767DF4

scr_dom_winlimit | Offset: 83767D28

scr_explBulletMod | Offset: 83767640

scr_game_allowkillcam | Offset: 83766E8C

scr_game_deathpointloss | Offset: 83766F14

scr_game_forceuav | Offset: 83767068

scr_game_graceperiod | Offset: 83766E48

scr_game_hardpoints | Offset: 837670AC

scr_game_killstreakdelay | Offset: 83767244

scr_game_onlyheadshots | Offset: 83766ED0

scr_game_perks | Offset: 83767024

scr_game_spectatetype | Offset: 83766FE0

scr_game_suicidepointloss | Offset: 83766F58

scr_gameended | Offset: 8378035C

scr_grnd_numlives | Offset: 8376A29C

scr_grnd_playerrespawndelay | Offset: 8376A2E0

scr_grnd_promode | Offset: 8376A368

scr_grnd_roundlimit | Offset: 8376A214

scr_grnd_scorelimit | Offset: 8376A18C

scr_grnd_timelimit | Offset: 8376A1D0

scr_grnd_waverespawndelay | Offset: 8376A324

scr_grnd_winlimit | Offset: 8376A258

scr_gtnw_numlives | Offset: 83769DD4

scr_gtnw_playerrespawndelay | Offset: 83769E18

scr_gtnw_promode | Offset: 83769EA0

scr_gtnw_roundlimit | Offset: 83769D08

scr_gtnw_roundswitch | Offset: 83769D90

scr_gtnw_scorelimit | Offset: 83769C80

scr_gtnw_timelimit | Offset: 83769CC4

scr_gtnw_waverespawndelay | Offset: 83769E5C

scr_gtnw_winlimit | Offset: 83769D4C

scr_gun_numlives | Offset: 8376AD3C

scr_gun_playerrespawndelay | Offset: 8376AD80

scr_gun_promode | Offset: 8376AE08

scr_gun_roundlimit | Offset: 8376ACB4

scr_gun_scorelimit | Offset: 8376AC2C

scr_gun_timelimit | Offset: 8376AC70

scr_gun_waverespawndelay | Offset: 8376ADC4

scr_gun_winlimit | Offset: 8376ACF8

scr_hardcore | Offset: 837678A4

scr_hardpoint_allowartillery | Offset: 83767288

scr_hardpoint_allowhelicopter | Offset: 83767310

scr_hardpoint_allowuav | Offset: 837672CC

scr_infect_numlives | Offset: 8376AF18

scr_infect_playerrespawndelay | Offset: 8376AF5C

scr_infect_promode | Offset: 8376AFE4

scr_infect_roundlimit | Offset: 8376AE90

scr_infect_timelimit | Offset: 8376AE4C

scr_infect_waverespawndelay | Offset: 8376AFA0

scr_infect_winlimit | Offset: 8376AED4

scr_jugg_numlives | Offset: 8376AB1C

scr_jugg_playerrespawndelay | Offset: 8376AB60

scr_jugg_promode | Offset: 8376ABE8

scr_jugg_roundlimit | Offset: 8376AA94

scr_jugg_scorelimit | Offset: 8376AA0C

scr_jugg_timelimit | Offset: 8376AA50

scr_jugg_waverespawndelay | Offset: 8376ABA4

scr_jugg_winlimit | Offset: 8376AAD8

scr_koth_numlives | Offset: 837688D8

scr_koth_playerrespawndelay | Offset: 8376891C

scr_koth_promode | Offset: 83768C08

scr_koth_roundlimit | Offset: 8376880C

scr_koth_roundswitch | Offset: 83768894

scr_koth_scorelimit | Offset: 83768784

scr_koth_timelimit | Offset: 837687C8

scr_koth_waverespawndelay | Offset: 83768960

scr_koth_winlimit | Offset: 83768850

scr_maxPerPlayerExplosives | Offset: 83767684

scr_nukeCancelMode | Offset: 83767134

scr_nukeTimer | Offset: 837670F0

scr_oic_numlives | Offset: 8376B138

scr_oic_playerrespawndelay | Offset: 8376B17C

scr_oic_promode | Offset: 8376B204

scr_oic_roundlimit | Offset: 8376B0B0

scr_oic_scorelimit | Offset: 8376B028

scr_oic_timelimit | Offset: 8376B06C

scr_oic_waverespawndelay | Offset: 8376B1C0

scr_oic_winlimit | Offset: 8376B0F4

scr_oldschool | Offset: 8376792C

scr_oneflag_numlives | Offset: 83768DA0

scr_oneflag_playerrespawndelay | Offset: 83768DE4

scr_oneflag_promode | Offset: 83768E6C

scr_oneflag_roundlimit | Offset: 83768CD4

scr_oneflag_roundswitch | Offset: 83768D5C

scr_oneflag_scorelimit | Offset: 83768C4C

scr_oneflag_timelimit | Offset: 83768C90

scr_oneflag_waverespawndelay | Offset: 83768E28

scr_oneflag_winlimit | Offset: 83768D18

scr_patientZero | Offset: 83766C6C

scr_player_forcerespawn | Offset: 837675B8

scr_player_healthregentime | Offset: 83767574

scr_player_maxhealth | Offset: 837674EC

scr_player_numlives | Offset: 83767464

scr_player_respawndelay | Offset: 837674A8

scr_player_sprinttime | Offset: 837675FC

scr_player_suicidespawndelay | Offset: 83767530

scr_RequiredMapAspectratio | Offset: 83766C28

scr_restxp_cap | Offset: 83767794

scr_restxp_enable | Offset: 837676C8

scr_restxp_levelsPerDay | Offset: 83767750

scr_restxp_minRestTime | Offset: 8376770C

scr_restxp_restedAwardScale | Offset: 837677D8

scr_restxp_timescale | Offset: 8376781C

scr_riotShieldXPBullets | Offset: 83766CF4

scr_sab_bombtimer | Offset: 83768234

scr_sab_defusetime | Offset: 837682BC

scr_sab_hotpotato | Offset: 83768300

scr_sab_numlives | Offset: 837681F0

scr_sab_planttime | Offset: 83768278

scr_sab_playerrespawndelay | Offset: 83768344

scr_sab_promode | Offset: 837683CC

scr_sab_roundlimit | Offset: 83768124

scr_sab_roundswitch | Offset: 837681AC

scr_sab_scorelimit | Offset: 8376809C

scr_sab_timelimit | Offset: 837680E0

scr_sab_waverespawndelay | Offset: 83768388

scr_sab_winlimit | Offset: 83768168

scr_sd_bombtimer | Offset: 837685A8

scr_sd_defusetime | Offset: 83768630

scr_sd_multibomb | Offset: 83768674

scr_sd_numlives | Offset: 83768564

scr_sd_planttime | Offset: 837685EC

scr_sd_playerrespawndelay | Offset: 837686B8

scr_sd_promode | Offset: 83768740

scr_sd_roundlimit | Offset: 83768498

scr_sd_roundswitch | Offset: 83768520

scr_sd_scorelimit | Offset: 83768410

scr_sd_timelimit | Offset: 83768454

scr_sd_waverespawndelay | Offset: 837686FC

scr_sd_winlimit | Offset: 837684DC

scr_tdef_numlives | Offset: 8376A4BC

scr_tdef_playerrespawndelay | Offset: 8376A500

scr_tdef_promode | Offset: 8376A588

scr_tdef_roundlimit | Offset: 8376A434

scr_tdef_scorelimit | Offset: 8376A3AC

scr_tdef_timelimit | Offset: 8376A3F0

scr_tdef_waverespawndelay | Offset: 8376A544

scr_tdef_winlimit | Offset: 8376A478

scr_team_fftype | Offset: 83767354

scr_team_kickteamkillers | Offset: 83767420

scr_team_respawntime | Offset: 83767398

scr_team_teamkillpointloss | Offset: 83766F9C

scr_team_teamkillspawndelay | Offset: 837673DC

scr_thirdPerson | Offset: 83766E04

scr_tispawndelay | Offset: 83766CB0

scr_tjugg_numlives | Offset: 8376A8FC

scr_tjugg_playerrespawndelay | Offset: 8376A940

scr_tjugg_promode | Offset: 8376A9C8

scr_tjugg_roundlimit | Offset: 8376A874

scr_tjugg_scorelimit | Offset: 8376A7EC

scr_tjugg_timelimit | Offset: 8376A830

scr_tjugg_waverespawndelay | Offset: 8376A984

scr_tjugg_winlimit | Offset: 8376A8B8

scr_vip_numlives | Offset: 837695DC

scr_vip_promode | Offset: 83769664

scr_vip_roundlimit | Offset: 83769554

scr_vip_roundswitch | Offset: 83769620

scr_vip_scorelimit | Offset: 837694CC

scr_vip_timelimit | Offset: 83769510

scr_vip_winlimit | Offset: 83769598

scr_war_halftime | Offset: 837802D4

scr_war_numlives | Offset: 83767F8C

scr_war_playerrespawndelay | Offset: 83767FD0

scr_war_promode | Offset: 83768058

scr_war_roundlimit | Offset: 83767F04

scr_war_roundswitch | Offset: 83780290

scr_war_scorelimit | Offset: 83767E7C

scr_war_timelimit | Offset: 83767EC0

scr_war_waverespawndelay | Offset: 83768014

scr_war_winlimit | Offset: 83767F48

scr_xpscale | Offset: 83768EF4

search_weight_country_code | Offset: 8376C5AC

search_weight_country_code_and_region | Offset: 8376C5F0

search_weight_hilbert_enum | Offset: 8376C634

search_weight_mappack_count | Offset: 8376C678

sensitivity | Offset: 8376FA00

sentry_placement_debug | Offset: 83778CA0

sentry_placement_feet_offset | Offset: 83778CE4

sentry_placement_feet_trace_dist_z | Offset: 83778D28

sentry_placement_trace_dist | Offset: 83778DF4

sentry_placement_trace_min_normal | Offset: 83778E7C

sentry_placement_trace_pitch | Offset: 83778E38

sentry_placement_trace_radius | Offset: 83778D6C

sentry_placement_trace_radius_canon_safety | Offset: 83778DB0

server1 | Offset: 8377BCF8

server10 | Offset: 8377BF5C

server11 | Offset: 8377BFA0

server12 | Offset: 8377BFE4

server13 | Offset: 8377C028

server14 | Offset: 8377C06C

server15 | Offset: 8377C0B0

server16 | Offset: 8377C0F4

server2 | Offset: 8377BD3C

server3 | Offset: 8377BD80

server4 | Offset: 8377BDC4

server5 | Offset: 8377BE08

server6 | Offset: 8377BE4C

server7 | Offset: 8377BE90

server8 | Offset: 8377BED4

server9 | Offset: 8377BF18

session_advertiseFailedSearchCount | Offset: 83761A9C

session_immediateDeleteTinySessions | Offset: 8376C568

session_join_min_time | Offset: 8376FF94

session_nonblocking | Offset: 8376CF3C

shieldBlastDamageProtection_120 | Offset: 8377DCD8

shieldBlastDamageProtection_180 | Offset: 8377DD1C

shieldBlastDamageProtection_30 | Offset: 8377DC50

shieldBlastDamageProtection_60 | Offset: 8377DC94

shieldImpactBulletShakeDuration | Offset: 8377650C

shieldImpactBulletShakeScale | Offset: 837764C8

shieldImpactExplosionHighShakeDuration | Offset: 837766A4

shieldImpactExplosionHighShakeScale | Offset: 83776660

shieldImpactExplosionLowShakeDuration | Offset: 8377661C

shieldImpactExplosionLowShakeScale | Offset: 837765D8

shieldImpactExplosionThreshold | Offset: 837766E8

shieldImpactMissileShakeDuration | Offset: 83776594

shieldImpactMissileShakeScale | Offset: 83776550

shortversion | Offset: 8376E724

sm_cameraOffset | Offset: 83764A28

sm_dynlightAllSModels | Offset: 8376495C

sm_enable | Offset: 8376473C

sm_fastSunShadow | Offset: 83764C8C

sm_lightScore_eyeProjectDist | Offset: 837649A0

sm_lightScore_spotProjectFrac | Offset: 837649E4

sm_maxLights | Offset: 8376484C

sm_minSpotLightScore | Offset: 83764890

sm_polygonOffsetBias | Offset: 83764AB0

sm_polygonOffsetScale | Offset: 83764A6C

sm_qualitySpotShadow | Offset: 83764CD0

sm_spotDistCull | Offset: 83764C48

sm_spotEnable | Offset: 837647C4

sm_spotLightScoreModelScale | Offset: 837648D4

sm_spotLimit | Offset: 83764808

sm_spotShadowFadeTime | Offset: 83764918

sm_strictCull | Offset: 83764C04

sm_sunEnable | Offset: 83764780

sm_sunSampleSizeNear | Offset: 83764AF4

sm_sunShadowCenter | Offset: 83764B38

sm_sunShadowCenterMode | Offset: 83764B7C

sm_sunShadowScale | Offset: 83764BC0

snaps | Offset: 8376FE84

snd_cinematicVolumeScale | Offset: 83779DE4

snd_draw3D | Offset: 83779D5C

snd_drawInfo | Offset: 83770968

snd_enable2D | Offset: 83779C08

snd_enable3D | Offset: 83779C4C

snd_enableEq | Offset: 83779D18

snd_enableReverb | Offset: 83779CD4

snd_enableStream | Offset: 83779C90

snd_errorOnMissing | Offset: 83779AF8

snd_levelFadeTime | Offset: 83779DA0

snd_loadFadeTime | Offset: 83779B80

snd_newWhizby | Offset: 83776AA0

snd_occlusionDelay | Offset: 83779E28

snd_occlusionLerpTime | Offset: 83779E6C

snd_omnidirectionalPercentage | Offset: 83779EB0

snd_slaveFadeTime | Offset: 83779BC4

snd_volume | Offset: 83779B3C

splitscreen | Offset: 8376F57C

splitscreen_control_desired | Offset: 8376F648

splitscreen_disabled_ref_count | Offset: 8376F604

splitscreen_ingame | Offset: 8376F5C0

splitscreen_online_enabled | Offset: 8376DE1C

stat_version | Offset: 8376B248

stringtable_debug | Offset: 83762250

sv_allowedClan1 | Offset: 8376ED84

sv_allowedClan2 | Offset: 8376EDC8

sv_clientArchive | Offset: 8376EF1C

sv_connectTimeout | Offset: 8376EC74

sv_floodProtect | Offset: 8376EBEC

sv_hostname | Offset: 8376EBA8

sv_hugeSnapshotDelay | Offset: 8376EFA4

sv_hugeSnapshotSize | Offset: 8376EF60

sv_kickBanTime | Offset: 8376EE50

sv_maxclients | Offset: 83768EB0

sv_network_fps | Offset: 8376EED8

sv_paused | Offset: 83761CBC

sv_privateClients | Offset: 8376EB64

sv_privateClientsForClients | Offset: 8376EB20

sv_reconnectlimit | Offset: 8376ED40

sv_rejoinTimeout | Offset: 8376ECB8

sv_running | Offset: 83761D44

sv_showAverageBPS | Offset: 8376EE0C

sv_timeout | Offset: 8376EC30

sv_zombietime | Offset: 8376ECFC

systemlink | Offset: 8376F4F4

systemlink_host | Offset: 8376F538

testClients_doAttack | Offset: 8376F02C

testClients_doCrouch | Offset: 8376F0F8

testClients_doMove | Offset: 8376F070

testClients_doReload | Offset: 8376F0B4

testClients_watchKillcam | Offset: 8376F13C

theater_active | Offset: 8376D1A0

thermal_playerModel | Offset: 83772A58

thermalBlurFactorNoScope | Offset: 83773938

thermalBlurFactorScope | Offset: 837738F4

timescale | Offset: 83761BF0

tracer_explosiveColor1 | Offset: 83771AF0

tracer_explosiveColor2 | Offset: 83771B34

tracer_explosiveColor3 | Offset: 83771B78

tracer_explosiveColor4 | Offset: 83771BBC

tracer_explosiveColor5 | Offset: 83771C00

tracer_explosiveOverride | Offset: 83771AAC

tracer_explosiveWidth | Offset: 83771C44

tracer_firstPersonMaxWidth | Offset: 83771A68

tracer_stoppingPowerColor1 | Offset: 83771CCC

tracer_stoppingPowerColor2 | Offset: 83771D10

tracer_stoppingPowerColor3 | Offset: 83771D54

tracer_stoppingPowerColor4 | Offset: 83771D98

tracer_stoppingPowerColor5 | Offset: 83771DDC

tracer_stoppingPowerOverride | Offset: 83771C88

tracer_stoppingPowerWidth | Offset: 83771E20

tracer_thermalWidthMult | Offset: 83771A24

ui_ac130usetime | Offset: 8378046C

ui_allow_classchange | Offset: 8377CA40

ui_allow_controlschange | Offset: 83766870

ui_allow_teamchange | Offset: 8377CA84

ui_allowvote | Offset: 837803E4

ui_bigFont | Offset: 8377C1C0

ui_bomb_timer | Offset: 837800F8

ui_borderLowLightScale | Offset: 83766694

ui_buildLocation | Offset: 8377C4AC

ui_buildSize | Offset: 8377C4F0

ui_cinematicsTimestamp | Offset: 8377C930

ui_connectScreenTextGlowColor | Offset: 8377C974

ui_currentFeederMapIndex | Offset: 8377C3E0

ui_currentMap | Offset: 8377C248

ui_customClassName | Offset: 8377BC70

ui_customModeEditName | Offset: 8377BC2C

ui_customModeName | Offset: 8377BBE8

ui_danger_team | Offset: 83780180

ui_debugMode | Offset: 8377C9FC

ui_drawCrosshair | Offset: 8377C9B8

ui_extraBigFont | Offset: 8377C204

ui_friendlyfire | Offset: 83780428

ui_gametype | Offset: 8376671C

ui_halftime | Offset: 83780318

ui_hud_hardcore | Offset: 83767970

ui_hud_obituaries | Offset: 837679B4

ui_hud_showobjicons | Offset: 837679F8

ui_inactiveBaseColor | Offset: 8377C6CC

ui_inactivePartyColor | Offset: 8377C710

ui_inhostmigration | Offset: 837801C4

ui_mapname | Offset: 837666D8

ui_mapvote_entrya_gametype | Offset: 8377C314

ui_mapvote_entrya_mapname | Offset: 8377C28C

ui_mapvote_entryb_gametype | Offset: 8377C358

ui_mapvote_entryb_mapname | Offset: 8377C2D0

ui_mousePitch | Offset: 8377CD2C

ui_mptype | Offset: 8377CEC4

ui_multiplayer | Offset: 8377CD70

ui_myPartyColor | Offset: 8377C754

ui_netSource | Offset: 8377C138

ui_nuke_end_milliseconds | Offset: 8378013C

ui_onlineRequired | Offset: 8377C39C

ui_opensummary | Offset: 8377CE3C

ui_override_halftime | Offset: 83780208

ui_overtime | Offset: 837803A0

ui_partyFull | Offset: 8377C7DC

ui_playerPartyColor | Offset: 8377C688

ui_playlistActionButtonAlpha | Offset: 8377C644

ui_playlistCategoryDisabledColor | Offset: 8377C5BC

ui_playlistCategoryEnabledColor | Offset: 8377C600

ui_playlistPopulationRefreshTime | Offset: 8377CCA4

ui_remoteTankUseTime | Offset: 837804B0

ui_scorelimit | Offset: 837804F4

ui_selectedFeederMap | Offset: 8377C424

ui_serverStatusTimeOut | Offset: 8377C468

ui_showDLCMaps | Offset: 8377CC1C

ui_showList | Offset: 8377C534

ui_showmap | Offset: 837668B4

ui_showMenuOnly | Offset: 8377C578

ui_sliderSteps | Offset: 8377CBD8

ui_smallFont | Offset: 8377C17C

ui_textScrollFadeTime | Offset: 8377CB94

ui_textScrollPauseEnd | Offset: 8377CB50

ui_textScrollPauseStart | Offset: 8377CB0C

ui_textScrollSpeed | Offset: 8377CAC8

ui_timelimit | Offset: 8378024C

ui_version_show | Offset: 8377CDF8

uiscript_debug | Offset: 8377CDB4

use_filtered_query_pass | Offset: 8376C458

use_weighted_pass | Offset: 8376C414

useonlinestats | Offset: 8376F68C

useRelativeTeamColors | Offset: 83768F38

userGroup_active | Offset: 8376D6AC

userGroup_cool_off_time | Offset: 8376D800

userGroup_max_retry_time | Offset: 8376D6F0

userGroup_refresh_time_secs | Offset: 8376D7BC

userGroup_retry_step | Offset: 8376D734

userGroup_RetryTime | Offset: 8376D778

useTagFlashSilenced | Offset: 837781BC

validate_apply_clamps | Offset: 8376C920

validate_apply_revert | Offset: 8376C964

validate_apply_revert_full | Offset: 8376C9A8

validate_clamp_assists | Offset: 8376CAFC

validate_clamp_experience | Offset: 8376CA30

validate_clamp_headshots | Offset: 8376CB40

validate_clamp_hits | Offset: 8376CC50

validate_clamp_kills | Offset: 8376CAB8

validate_clamp_losses | Offset: 8376CBC8

validate_clamp_misses | Offset: 8376CC94

validate_clamp_ties | Offset: 8376CC0C

validate_clamp_totalshots | Offset: 8376CCD8

validate_clamp_weaponXP | Offset: 8376CA74

validate_clamp_wins | Offset: 8376CB84

validate_drop_on_fail | Offset: 8376C9EC

veh_aiOverSteerScale | Offset: 8377E1A0

veh_boneControllerLodDist | Offset: 83773AD0

vehAudio_inAirPitchDownLerp | Offset: 83773B9C

vehAudio_inAirPitchUpLerp | Offset: 83773B58

vehAudio_spawnVolumeTime | Offset: 83773BE0

vehCam_freeLook | Offset: 83773B14

vehCam_mode | Offset: 8377E15C

vehHelicopterBoundsRadius | Offset: 8377E998

vehHelicopterDecelerationFwd | Offset: 8377E59C

vehHelicopterDecelerationSide | Offset: 8377E5E0

vehHelicopterDecelerationUp | Offset: 8377E624

vehHelicopterHeadSwayDontSwayTheTurret | Offset: 8377E910

vehHelicopterHoverSpeedThreshold | Offset: 8377E448

vehHelicopterInvertUpDown | Offset: 8377E668

vehHelicopterJitterJerkyness | Offset: 8377E8CC

vehHelicopterLookaheadTime | Offset: 8377E404

vehHelicopterMaxAccel | Offset: 8377E26C

vehHelicopterMaxAccelVertical | Offset: 8377E2B0

vehHelicopterMaxPitch | Offset: 8377E37C

vehHelicopterMaxRoll | Offset: 8377E3C0

vehHelicopterMaxSpeed | Offset: 8377E1E4

vehHelicopterMaxSpeedVertical | Offset: 8377E228

vehHelicopterMaxYawAccel | Offset: 8377E338

vehHelicopterMaxYawRate | Offset: 8377E2F4

vehHelicopterRightStickDeadzone | Offset: 8377E48C

vehHelicopterScaleMovement | Offset: 8377E514

vehHelicopterSoftCollisions | Offset: 8377E558

vehHelicopterStrafeDeadzone | Offset: 8377E4D0

vehHelicopterTiltFromAcceleration | Offset: 8377E734

vehHelicopterTiltFromControllerAxes | Offset: 8377E800

vehHelicopterTiltFromDeceleration | Offset: 8377E778

vehHelicopterTiltFromFwdAndYaw | Offset: 8377E844

vehHelicopterTiltFromFwdAndYaw_VelAtMaxTilt | Offset: 8377E888

vehHelicopterTiltFromVelocity | Offset: 8377E7BC

vehHelicopterTiltMomentum | Offset: 8377E954

vehHelicopterTiltSpeed | Offset: 8377E6F0

vehHelicopterYawOnLeftStick | Offset: 8377E6AC

vehSubmarineAllowInSolid | Offset: 8377F190

vehSubmarineBodyRelRotation | Offset: 8377F47C

